Phen	Pop	Freq
Dormant	1	0.766666666666667
Dormant	2	0.633333333333333
Dormant	3	0.611111111111111
Dormant	4	0.522222222222222
Dormant	5	0.277777777777778
Dormant	6	0.655555555555556
Dormant	7	0.233333333333333
Dormant	8	0.444444444444444
Dormant	9	0.638095238095238
Dormant	10	0.666666666666667
Dormant	B2	0.911111111111111
Dormant	B3	0.677777777777778
Dormant	B5	0.766666666666667
