Phen	Pop	Freq
Dormant	1	0.111111111111111
Dormant	2	0.3
Dormant	3	0.288888888888889
Dormant	4	0.177777777777778
Dormant	5	0.0222222222222222
Dormant	6	0.177777777777778
Dormant	7	0.0666666666666667
Dormant	8	0.0222222222222222
Dormant	9	0.276190476190476
Dormant	10	0.177777777777778
Dormant	B2	0.611111111111111
Dormant	B3	0.244444444444444
Dormant	B5	0.3
