Probe.Set.ID	FB	brain_m	brain_f	head_m	head_f	crop_m	crop_f	midgut_m	midgut_f	hindgut_m	hindgut_f	tubule_m	tubule_f	ovary_m	ovary_f	testis_m	testis_f	acc_m	acc_f	tagangl_m	tagangl_f	carc_m	carc_f	saliv_m	saliv_f	spermatV_m	spermatV_f	spermatM_m	spermatM_f	fatbody_m	fatbody_f	eye_m	eye_f	heart_m	heart_f	fly_m
17602	1640580_at	FBgn0036150	39.3	3.6	14.5	1.3	8.6	0.8	4	0.4	7.8	0.7	5.4	0.5	6.5	0.6	7.4	0.7	36.6	3.3	11.7	1.1	11.2	1	14.3	1.3	7.9	0.72	8.4	0.76	9.6	0.87	7.6	0.689342404	3.6	0.326530612	11
17603	1640581_at	---	4.3	1.2	4.4	1.3	5.3	1.5	6.9	2	7.4	2.2	6.1	1.8	2.7	0.8	5.2	1.5	8.9	2.6	2.7	0.8	8	2.3	19	5.51	6.2	1.78	4	1.15	4.9	1.42	4.825	1.398550725	2.125	0.615942029	3.5
17604	1640582_at	FBgn0035995	366.2	1.9	273.5	1.4	237.4	1.2	464.3	2.4	552.6	2.8	230.3	1.2	217.3	1.1	101	0.5	310.2	1.6	382.1	2	194.9	1	254	1.3	313	1.61	311.9	1.6	267.7	1.37	388.8	1.996405648	220.425	1.131835687	194.8
17605	1640583_at	---	2.3	0.6	0.9	0.2	3.3	0.8	6	1.5	2.5	0.6	1.6	0.4	1.1	0.3	1.3	0.3	1.8	0.4	4.1	1	2.5	0.6	3	0.73	2.8	0.67	3.8	0.91	2.8	0.68	4.925	1.193939394	2.025	0.490909091	4.1
17606	1640584_at	FBgn0038034	76.5	3.2	64.5	2.7	265.1	10.9	189.4	7.8	94.4	3.9	53.2	2.2	12.1	0.5	5	0.2	21.6	0.9	112.1	4.6	21.1	0.9	15.9	0.65	15.8	0.65	13.2	0.54	19.5	0.8	81.025	3.337796087	48.125	1.982492276	24.3
17607	1640585_at	FBgn0085427	5.4	3	2.2	1.2	3.8	2.1	6	3.3	9.1	5	5.8	3.2	2.9	1.6	1.6	0.9	1.4	0.8	3.1	1.7	7.2	4	3.4	1.88	4.8	2.67	2.4	1.32	2.6	1.42	7.5	4.166666667	0.725	0.402777778	1.8
17608	1640586_at	FBgn0030260	212.1	34.5	65.5	10.6	254.1	41.3	8.2	1.3	24.7	4	3.7	0.6	1	0.2	1.4	0.2	5	0.8	350.1	56.9	1.3	0.2	8.5	1.39	0.7	0.11	1	0.15	4.3	0.7	28.7	4.666666667	39.75	6.463414634	6.2
17609	1640587_at	FBgn0085420	25.6	1.9	5	0.4	6.8	0.5	14	1	6.5	0.5	4.9	0.4	5	0.4	55.5	4.1	7.7	0.6	26.1	1.9	6	0.4	21.2	1.58	4.2	0.31	7.3	0.54	11.4	0.85	3.7	0.275605214	2.7	0.201117318	13.4
17610	1640588_at	---	0.6	0.3	0.5	0.3	1.8	1	1.2	0.7	0.5	0.3	1.5	0.8	0.5	0.3	5.1	2.8	2.8	1.5	1.8	1	1.6	0.9	6.1	3.4	7.6	4.24	8.4	4.68	2.4	1.31	0.4	0.222222222	0.5	0.277777778	1.8
17611	1640589_at	FBgn0023081	334.9	2	210.2	1.3	339.2	2	88.6	0.5	174.3	1	165.2	1	284.3	1.7	57.2	0.3	125.1	0.7	389.5	2.3	209.7	1.2	175.9	1.05	159.6	0.95	161.7	0.96	138.7	0.83	287.4	1.711478339	216.8	1.291052553	167.9
17612	1640590_at	FBgn0052195	159.3	2.3	99.5	1.4	36.4	0.5	67.4	1	33.4	0.5	2070.2	30.2	22.6	0.3	9.2	0.1	43.2	0.6	200.4	2.9	87.6	1.3	10.7	0.16	55	0.8	73.3	1.07	133.8	1.95	50.925	0.741806264	137.575	2.004005827	68.7
17613	1640591_at	---	2	2.2	1.7	1.8	4.4	4.7	6.4	6.9	2.4	2.6	4.3	4.6	1.2	1.3	1.5	1.6	4.8	5.2	5.4	5.9	6.8	7.4	10.7	11.54	4.1	4.38	3.6	3.89	7.6	8.22	0.95	1.027027027	2.75	2.972972973	0.9
17614	1640592_at	---	7.7	19.3	2.2	5.4	4.4	10.9	0.5	1.3	2.8	7	1.6	4	0.4	0.9	1.1	2.8	5.1	12.8	1.5	3.8	2.3	5.8	3.3	8.31	2.9	7.31	3.3	8.19	12.6	31.56	1.525	3.8125	1.625	4.0625	0.4
17615	1640593_at	FBgn0037122	7.8	0.6	12.8	1.1	13.5	1.1	26.9	2.2	12.7	1.1	10.1	0.8	11.7	1	10.9	0.9	19.3	1.6	7.2	0.6	20.7	1.7	14.8	1.23	9.6	0.8	10.6	0.88	23.5	1.96	6.2	0.515592516	8.325	0.692307692	12
17616	1640594_at	FBgn0029823	215	0.4	883.8	1.6	586.6	1.1	197	0.4	244.1	0.4	266.2	0.5	594.8	1.1	71	0.1	1270.2	2.3	245.3	0.4	925.7	1.7	215	0.39	1537	2.76	1038.4	1.87	1336.2	2.4	366.625	0.658627504	902.325	1.620991646	556.7
17617	1640595_at	FBgn0036514	36.8	0.4	38	0.4	45.9	0.5	64.8	0.7	45.2	0.5	51.4	0.5	200	2	25.3	0.3	86.5	0.9	46.1	0.5	36.5	0.4	47.8	0.48	50.9	0.51	68	0.68	45	0.45	26.5	0.266131057	33.025	0.331659553	99.6
17618	1640596_a_at	FBgn0015558	33.3	8.3	5.6	1.4	2	0.5	1.9	0.5	2.8	0.7	2.5	0.6	8	2	1.7	0.4	2.2	0.5	21.8	5.5	2.8	0.7	4.8	1.21	4.6	1.15	7.5	1.88	25.6	6.41	5.45	1.3625	7.325	1.83125	4
17619	1640597_at	---	6.9	2	4.1	1.2	6.1	1.7	7	2	6.6	1.9	2.5	0.7	2.3	0.7	9.4	2.7	4.8	1.4	6.5	1.9	4.4	1.2	23.6	6.68	3.4	0.97	3.4	0.95	6.5	1.83	2.125	0.602836879	2.6	0.737588652	3.5
17620	1640598_s_at	---	781.7	9.6	190.1	2.3	192	2.4	93	1.1	126.8	1.6	64.1	0.8	29.6	0.4	16.1	0.2	148.6	1.8	690.5	8.5	68.5	0.8	70.6	0.87	105.9	1.3	97.3	1.19	72	0.88	201.825	2.475620975	133.625	1.639067771	81.5
17621	1640599_at	FBgn0020513	150.3	0.2	1938.9	2.4	80.2	0.1	79.4	0.1	358.5	0.4	249	0.3	504.8	0.6	29.2	0	122.2	0.1	118.5	0.1	2146.4	2.6	319.3	0.39	3970.5	4.87	3173.1	3.89	3302.1	4.05	578.025	0.709015639	1901.9	2.332904017	815.3
17622	1640600_at	FBgn0085315	3.9	0.2	2.1	0.1	2.2	0.1	2.1	0.1	1.7	0.1	3.6	0.2	3.6	0.2	322.7	16.7	2.9	0.2	3	0.2	5	0.3	3.6	0.18	3	0.15	1.8	0.09	3.1	0.16	5.2	0.268387097	2.275	0.117419355	19.4
17623	1640601_at	FBgn0034839	7	0.2	9.6	0.3	10.3	0.3	10.9	0.3	8.9	0.2	6	0.2	7.1	0.2	510.8	13.6	4.5	0.1	8.9	0.2	9	0.2	13.3	0.35	11.4	0.3	7.1	0.19	14.1	0.37	4.75	0.126078301	6.625	0.175846052	37.7
17624	1640602_s_at	FBgn0042693	304.6	1.9	112.4	0.7	121.5	0.8	151.5	0.9	165.7	1	82.8	0.5	313.8	2	168.6	1.1	208.8	1.3	189.2	1.2	135.9	0.8	80.6	0.5	66.4	0.41	58.9	0.37	131.6	0.82	138.3	0.862891905	75.175	0.469037592	160.3
17625	1640603_at	FBgn0052590	116.7	2.1	57.8	1	57.7	1	31.2	0.6	34.2	0.6	43.6	0.8	120	2.1	10.8	0.2	28.3	0.5	141	2.5	22.4	0.4	52.5	0.93	35	0.62	49.1	0.87	25.1	0.44	95.175	1.681537102	47.6	0.840989399	56.6
17626	1640604_at	FBgn0029756	31.4	1.4	12.6	0.6	11.8	0.5	4.5	0.2	5.5	0.2	4.6	0.2	50.1	2.2	11	0.5	9.5	0.4	20	0.9	14.2	0.6	12.5	0.56	5.1	0.23	6	0.27	9.2	0.41	16.35	0.728285078	7.375	0.328507795	22.5
17627	1640605_at	FBgn0038960	3.2	0.1	10	0.3	1.7	0	5.1	0.1	4.2	0.1	3.4	0.1	2.6	0.1	433.5	11.7	5.3	0.1	7.5	0.2	9.2	0.2	11.8	0.32	6.1	0.16	5.3	0.14	6.7	0.18	2.3	0.061994609	1.675	0.045148248	37.1
17628	1640606_x_at	---	291.5	26.1	46.9	4.2	118.5	10.6	19.1	1.7	82.4	7.4	52.9	4.7	10.1	0.9	28.2	2.5	122.4	11	264.3	23.7	42.9	3.8	215.8	19.35	110.6	9.92	148.6	13.33	289.2	25.93	37.75	3.385650224	20.575	1.84529148	11.2
17629	1640607_at	FBgn0021767	1.5	0.2	6	0.9	3.5	0.5	13.1	1.9	7.5	1.1	2.2	0.3	1.4	0.2	4.2	0.6	2.7	0.4	2.6	0.4	20.6	2.9	5.2	0.74	4.4	0.63	3.9	0.55	5.5	0.77	4.35	0.617021277	17.125	2.429078014	7.1
17630	1640608_at	FBgn0023174	405.3	0.4	650.3	0.7	1192.6	1.2	1013.9	1.1	801.1	0.8	702.9	0.7	1345.5	1.4	346.2	0.4	764.9	0.8	488.7	0.5	1881.8	2	568.7	0.59	577	0.6	576.7	0.6	2181	2.28	649.9	0.678977199	2644.725	2.763052733	957.2
17631	1640609_at	FBgn0051493	2.7	0.1	5	0.2	3.2	0.1	1.9	0.1	4.4	0.1	6	0.2	0.7	0	0.6	0	3447.8	118.3	4.6	0.2	10.4	0.4	4.7	0.16	2.7	0.09	1.3	0.04	11.2	0.39	2.325	0.079759863	2.5	0.085763293	29.2
17632	1640610_at	FBgn0034694	118.5	1.5	100.3	1.3	114.7	1.5	85.2	1.1	93.1	1.2	63.3	0.8	112.3	1.5	15.8	0.2	45.1	0.6	131.1	1.7	111.4	1.4	59.6	0.77	79.2	1.03	74.5	0.96	134	1.73	66.975	0.866709803	74.725	0.967000971	77.3
17633	1640611_at	---	3.7	1	4.7	1.2	6.1	1.6	4.6	1.2	6.9	1.8	5.3	1.4	2.7	0.7	2.2	0.6	3.1	0.8	7.6	2	7.3	1.9	11	2.84	6.3	1.63	7.5	1.95	9.6	2.49	2.25	0.584415584	2.125	0.551948052	3.9
17634	1640612_at	FBgn0035285	338.5	3.4	222.8	2.2	266.2	2.6	45	0.4	112.8	1.1	35.8	0.4	134.6	1.3	130.4	1.3	94.7	0.9	257.7	2.6	181.1	1.8	99.9	0.99	116.9	1.16	163.7	1.62	201.2	1.99	1213.475	12.01757861	213.925	2.118593711	101
17635	1640613_at	---	0.4	0.8	0.5	1	1.1	2.3	1.5	3.1	0.4	0.8	1	2	0.3	0.7	0.8	1.6	1.2	2.5	1.2	2.5	1.3	2.6	3.3	6.6	0.7	1.35	1	1.95	1	1.95	0.4	0.8	0.475	0.95	0.5
17636	1640614_at	FBgn0005563	984.1	51.9	102.7	5.4	7.1	0.4	5.7	0.3	8.9	0.5	6	0.3	7.8	0.4	4	0.2	6.6	0.3	843.6	44.5	17.3	0.9	17.5	0.92	21.4	1.13	27.2	1.44	30.4	1.61	223.925	11.81662269	9.05	0.477572559	19
17637	1640615_at	---	5.3	0.9	5.9	1	6.1	1	6.3	1.1	3.9	0.7	6.3	1.1	5.7	1	3.8	0.6	11.6	2	5	0.8	8.2	1.4	5.8	0.99	4	0.68	7.8	1.33	10.7	1.83	7.1	1.213675214	6.425	1.098290598	5.9
17638	1640616_at	FBgn0034624	1.7	0.3	12.9	2.1	1.8	0.3	3.4	0.5	4.9	0.8	3.5	0.6	6.5	1	1.6	0.3	5.1	0.8	3	0.5	31.4	5	16.7	2.68	3.9	0.63	5.2	0.84	5	0.8	7.3	1.172690763	4.175	0.670682731	6.2
17639	1640617_at	---	1.8	0.4	3.2	0.7	1.9	0.4	1.4	0.3	1.3	0.3	1.2	0.3	3.7	0.8	2	0.4	5.9	1.3	2.3	0.5	3.3	0.7	2.6	0.56	1.2	0.25	1.6	0.34	4.9	1.04	1.825	0.392473118	1.975	0.424731183	4.7
17640	1640618_at	FBgn0035138	1	0	1	0	1	0	2.2	0.1	1	0	0.9	0	0.6	0	377.7	15.5	2.5	0.1	0.6	0	1.3	0.1	8.1	0.33	0.8	0.03	0.9	0.04	1.1	0.05	2.45	0.100719424	0.75	0.030832477	24.3
17641	1640619_at	FBgn0027587	242.7	1.3	142.1	0.8	182.1	1	126.7	0.7	125.7	0.7	170.9	0.9	414.2	2.3	69.7	0.4	165.4	0.9	198	1.1	120.3	0.7	181.7	0.99	147.9	0.81	180.2	0.99	141.4	0.77	107.875	0.590287278	116.225	0.635978112	182.8
17642	1640620_at	FBgn0259822	20.7	5.3	10.4	2.7	8.2	2.1	9.2	2.4	9.3	2.4	1.5	0.4	1.3	0.3	7.4	1.9	7.3	1.9	9.7	2.5	11.8	3	3.1	0.79	1.7	0.42	1.1	0.28	4.4	1.13	2	0.512820513	3.4	0.871794872	3.9
17643	1640621_at	FBgn0040509	8.2	0.8	2.1	0.2	2.7	0.3	2.9	0.3	3	0.3	6.4	0.7	0.9	0.1	156.3	15.9	2	0.2	3.3	0.3	8.8	0.9	4.7	0.48	7	0.71	6.2	0.63	13.3	1.36	1.75	0.178571429	2.95	0.301020408	9.8
17644	1640622_at	FBgn0032860	2.5	1.2	5.4	2.5	2.6	1.2	5.5	2.6	5.6	2.6	2.9	1.4	1.1	0.5	4.1	1.9	9.7	4.6	6.6	3.1	7.5	3.5	6.9	3.24	4.7	2.19	4.7	2.19	4.2	1.98	3.95	1.858823529	6.225	2.929411765	2.1
17645	1640623_at	FBgn0026384	3	1.2	2	0.8	4.3	1.7	4.5	1.8	3.4	1.4	4.3	1.7	4.9	2	6.9	2.8	27.3	11	6.2	2.5	3.8	1.5	18.6	7.53	1.3	0.51	6.3	2.53	6.4	2.57	5.1	2.060606061	2.425	0.97979798	2.5
17646	1640624_s_at	FBgn0083167	1440.6	0.8	1948.9	1	1581.1	0.8	1704.1	0.9	2681.9	1.4	1513.3	0.8	884.1	0.5	396.4	0.2	1177.7	0.6	1960.3	1	3214	1.7	3192.6	1.69	1553.2	0.82	1406.3	0.74	2208.4	1.17	1919.05	1.014457895	2375.6	1.25580166	1891.7
17647	1640625_at	FBgn0085425	0.5	0.1	4.2	0.8	35.7	6.4	1.8	0.3	1.1	0.2	1.6	0.3	0.7	0.1	14.4	2.6	1	0.2	0.6	0.1	7.5	1.3	2.2	0.39	1	0.18	1.2	0.21	1	0.17	0.825	0.148648649	17.875	3.220720721	5.6
17648	1640626_at	FBgn0259141	305.4	59.9	17.6	3.4	2	0.4	2.6	0.5	5.4	1	6.1	1.2	2.5	0.5	3.9	0.8	6	1.2	64.8	12.7	12.6	2.5	19.7	3.86	11.6	2.28	15.9	3.11	12.2	2.38	19.175	3.759803922	3.375	0.661764706	5.1
17649	1640627_at	FBgn0000497	4.1	0.4	26.2	2.4	21.2	1.9	7.6	0.7	29.1	2.7	4.6	0.4	1.9	0.2	4.6	0.4	11.5	1.1	4.8	0.4	20.1	1.8	3.9	0.35	8.9	0.82	9.5	0.88	8.2	0.76	33.1	3.043678161	6.125	0.563218391	10.9
17650	1640628_at	FBgn0033794	1.8	0.1	1.5	0	2.6	0.1	4.5	0.1	1.4	0	3.1	0.1	2.9	0.1	533.4	15.6	5.4	0.2	6.7	0.2	8.5	0.2	4.9	0.14	3.2	0.09	5.6	0.16	6	0.17	0.825	0.024052478	4.8	0.139941691	34.3
17651	1640629_s_at	FBgn0027580	45.7	0.4	214	1.8	348.7	2.9	83.9	0.7	155	1.3	45.8	0.4	86.3	0.7	103.7	0.9	14	0.1	47.2	0.4	471	3.9	103.6	0.85	25.9	0.21	27.8	0.23	458.2	3.76	17.275	0.14171452	54.075	0.443601313	121.9
17652	1640630_at	FBgn0039045	2.8	0.9	3.1	1	7	2.3	28.6	9.3	24.3	7.9	37.3	12.1	3.2	1	4.8	1.6	1.4	0.5	3.1	1	4.1	1.3	24.6	8	0.8	0.24	2.4	0.79	3.2	1.02	4.175	1.357723577	3.575	1.162601626	3.1
17653	1640631_at	FBgn0023531	238.6	16.3	21.3	1.5	12.4	0.8	9.2	0.6	11	0.7	7.4	0.5	29.4	2	8.4	0.6	20.4	1.4	114.8	7.8	12.5	0.9	26.3	1.79	9.8	0.67	11.9	0.81	15	1.02	39.5	2.69165247	13.825	0.942078365	14.7
17654	1640632_at	FBgn0014028	1075.9	0.9	1236.6	1.1	942.9	0.8	926.5	0.8	1586.4	1.4	979	0.9	395.6	0.3	80.4	0.1	462.5	0.4	1265.1	1.1	3170	2.8	1369.3	1.19	728	0.63	686	0.6	829.6	0.72	1129.075	0.983300675	1186.95	1.033703462	1148.3
17655	1640633_s_at	FBgn0052425	414.6	1.2	192.3	0.6	94.6	0.3	53.1	0.2	156	0.5	104.4	0.3	483.6	1.4	272.5	0.8	715.5	2.1	450	1.3	145.8	0.4	58.3	0.17	147.8	0.44	158.5	0.47	149	0.44	255.65	0.755969542	164.25	0.485695276	338.2
17656	1640634_at	FBgn0051081	1.2	0.4	3.3	1.1	3.9	1.4	1.2	0.4	1.9	0.7	1.4	0.5	0.9	0.3	3.3	1.1	2.7	0.9	1.8	0.6	5.1	1.8	7	2.43	1.8	0.61	0.9	0.31	3	1.03	2.575	0.895652174	2.6	0.904347826	2.9
17657	1640635_a_at	FBgn0035909	256.6	0.5	468.7	1	545.8	1.1	835.6	1.7	417.2	0.9	355.4	0.7	452.7	0.9	307.4	0.6	4438.9	9.3	265.1	0.6	529.2	1.1	2051.4	4.29	918.2	1.92	1083	2.27	1131.5	2.37	306.35	0.641234956	780.05	1.632757718	477.8
17658	1640636_at	FBgn0259680	2.2	0.1	12.9	0.8	30.2	1.9	5.9	0.4	11.9	0.7	4.8	0.3	3.2	0.2	3.4	0.2	9.2	0.6	5.6	0.3	43	2.7	11.5	0.72	9	0.56	9.2	0.57	3.8	0.24	3.475	0.216174184	6.575	0.409020218	16.1
17659	1640637_at	FBgn0036761	164.2	0.9	70.9	0.4	92.1	0.5	69.1	0.4	79.4	0.4	94.2	0.5	373.7	2.1	160.9	0.9	79.5	0.4	144.1	0.8	73.3	0.4	124.2	0.7	63	0.36	56.9	0.32	60.3	0.34	66.575	0.37698188	57.325	0.324603624	176.6
17660	1640638_at	FBgn0036224	1.1	0	3.8	0.2	3.5	0.2	10.7	0.5	5.8	0.3	2.8	0.1	3.6	0.2	305.4	13.7	4	0.2	1.2	0.1	7.7	0.3	2.4	0.11	2.9	0.13	0.9	0.04	5.8	0.26	0.475	0.021300448	3.925	0.176008969	22.3
17661	1640639_at	FBgn0250757	26	1.3	10.9	0.5	4	0.2	4.3	0.2	3.1	0.1	795.1	38.5	1.2	0.1	4.5	0.2	1.5	0.1	40.9	2	5.5	0.3	11.2	0.54	7	0.34	4.8	0.23	8.7	0.42	3.075	0.148910412	4.55	0.220338983	20.7
17662	1640640_at	FBgn0033313	712.6	36.4	87.1	4.5	24	1.2	11.8	0.6	19.2	1	18.9	1	7.2	0.4	2.9	0.1	63.9	3.3	478.4	24.5	16.4	0.8	124.3	6.36	26.5	1.35	17.6	0.9	14.2	0.73	56.875	2.909207161	10.25	0.524296675	19.6
17663	1640641_s_at	FBgn0053291	1.9	0.3	7.2	1.1	9	1.3	4.8	0.7	7.7	1.1	4.3	0.6	5.1	0.7	12.4	1.8	8.1	1.2	7.8	1.2	12	1.8	20.6	3.04	6.4	0.94	7.9	1.16	11.6	1.71	1.7	0.250922509	3.75	0.553505535	6.8
17664	1640642_at	FBgn0019940	19.8	0.2	1230.6	15.4	13.7	0.2	29.6	0.4	11.1	0.1	5.7	0.1	1.4	0	9.9	0.1	19.4	0.2	14.2	0.2	24.7	0.3	22	0.27	18.9	0.24	20.6	0.26	22.1	0.28	973.075	12.1558401	9.475	0.118363523	80.1
17665	1640643_a_at	FBgn0027518	55.4	0.7	37.4	0.5	44.6	0.6	49.2	0.6	40.5	0.5	68.3	0.9	129.3	1.6	25.7	0.3	51.9	0.7	55.3	0.7	58.6	0.7	78.3	1	57.2	0.73	55.6	0.71	60.7	0.77	28.25	0.359987257	41.4	0.527556547	78.5
17666	1640644_at	FBgn0038746	47.1	0.3	49.6	0.3	50.3	0.3	37.8	0.2	25.8	0.2	43.3	0.3	306.5	2	19	0.1	107.6	0.7	58.1	0.4	61.9	0.4	68.7	0.45	50.5	0.33	65.2	0.43	61.3	0.4	30.85	0.202228777	51.225	0.335791544	152.6
17667	1640645_at	---	4.4	2.6	2.1	1.3	3.7	2.1	3.9	2.3	3.5	2.1	3.7	2.2	3.2	1.9	2.6	1.5	7	4.1	5.4	3.2	5.8	3.4	17.3	10.18	4.2	2.44	4	2.35	5.8	3.38	2.6	1.529411765	4.375	2.573529412	1.7
17668	1640646_at	---	0.9	1.4	0.3	0.5	2.6	4.1	0.2	0.3	0.1	0.2	0.6	0.9	0.3	0.5	4.3	6.8	3.8	6.1	0.6	0.9	1.8	2.8	1.3	2.04	0.6	1	0.6	0.92	1.4	2.2	2.05	3.28	1.125	1.8	0.6
17669	1640647_s_at	FBgn0028863	9.4	1.7	2.2	0.4	6.3	1.1	5.3	0.9	6	1.1	5.2	0.9	1.9	0.3	6.1	1.1	7.9	1.4	8.6	1.5	8	1.4	11	1.93	5.8	1.02	7.9	1.38	8.9	1.55	2.45	0.429824561	2	0.350877193	5.7
17670	1640648_at	---	2.2	1.7	1.1	0.9	3	2.4	6.3	4.9	4.1	3.2	2.5	1.9	2.3	1.8	2.8	2.2	1.9	1.5	4.3	3.3	8.3	6.5	5.2	4.1	3.8	2.94	3.7	2.86	6.5	5.06	3.65	2.862745098	2.25	1.764705882	1.3
17671	1640649_at	FBgn0035316	3.7	0.1	6.3	0.2	1.1	0	1.1	0	2	0.1	1.9	0.1	1	0	486.1	15.9	6	0.2	2.7	0.1	11.4	0.4	3.9	0.13	3.2	0.1	4.6	0.15	6.2	0.2	2.125	0.069387755	0.925	0.030204082	30.6
17672	1640650_at	FBgn0024957	238.1	0.6	497.6	1.2	965.8	2.2	711.5	1.6	652.4	1.5	791.9	1.8	213.6	0.5	36.2	0.1	146	0.3	212.3	0.5	1697.7	3.9	165.3	0.38	1843.9	4.27	1490.5	3.45	2148.8	4.97	352.325	0.815095431	1750.7	4.050202429	432.3
17673	1640651_at	---	1.5	0.4	1.2	0.3	2.7	0.7	4.8	1.3	4.5	1.2	2.8	0.7	0.9	0.2	1.3	0.3	2.5	0.7	1.5	0.4	3.7	1	4.8	1.26	3.3	0.88	3.2	0.85	3.1	0.82	1.95	0.516556291	2.7	0.715231788	3.8
17674	1640652_at	FBgn0085203	26	0.6	16.6	0.4	51.3	1.2	19.2	0.4	29	0.7	33.5	0.8	100.9	2.3	14	0.3	58.1	1.3	23.8	0.5	23.1	0.5	36.3	0.82	32.8	0.74	34.5	0.78	24.7	0.56	18.2	0.410835214	23.975	0.541196388	44.3
17675	1640653_at	FBgn0020660	889.3	2.6	617	1.8	393.5	1.1	122.5	0.4	273.9	0.8	247.3	0.7	463.2	1.3	72.5	0.2	704.6	2	923.9	2.7	337	1	547.3	1.58	895	2.58	981.4	2.83	356.5	1.03	839.65	2.423232323	320.275	0.924314574	346.5
17676	1640654_at	FBgn0028430	5.3	0.8	13.6	2.2	4.5	0.7	3.1	0.5	4.4	0.7	2	0.3	0.4	0.1	3.2	0.5	5.2	0.8	7.2	1.2	24.8	4	10.6	1.71	6.9	1.11	9.3	1.5	14.3	2.3	6.55	1.056451613	63.675	10.27016129	6.2
17677	1640655_s_at	FBgn0000536	211	0.7	554.1	1.9	349.5	1.2	444.6	1.6	887	3.1	423.3	1.5	189.7	0.7	170.4	0.6	1195	4.2	175.1	0.6	657	2.3	1554.5	5.47	1679.8	5.91	1885	6.63	1115.5	3.93	306.35	1.078127749	595.9	2.097131797	284.2
17678	1640656_a_at	FBgn0004401	807.3	1.6	380.8	0.8	376.9	0.8	299.7	0.6	418.6	0.8	539.2	1.1	959.3	1.9	356.7	0.7	719.7	1.5	788.2	1.6	307.7	0.6	514.8	1.04	300.9	0.61	340	0.69	391.9	0.79	405.6	0.821801236	240	0.486272921	493.6
17679	1640657_at	FBgn0259216	55.5	3.5	19.5	1.2	100.3	6.3	13.6	0.9	39	2.5	5.7	0.4	3.1	0.2	55.4	3.5	12.6	0.8	17.7	1.1	40.3	2.6	11.5	0.73	3.4	0.22	6.1	0.38	12.1	0.77	6.25	0.39556962	45.225	2.862341772	15.8
17680	1640658_at	FBgn0037972	3.1	0.4	3.3	0.4	7.8	0.9	24.4	2.9	9.9	1.2	1.3	0.2	7.2	0.9	8.7	1	3.5	0.4	1.5	0.2	3	0.4	15.9	1.88	2.3	0.27	2.1	0.25	1.4	0.17	4.275	0.50591716	3.925	0.464497041	8.5
17681	1640659_s_at	FBgn0036685	177.4	1.1	109.8	0.7	149	0.9	88.1	0.5	106	0.6	73.4	0.4	216	1.3	422.6	2.5	150.1	0.9	210.6	1.3	167.6	1	109.4	0.66	93.6	0.56	102	0.61	141.9	0.86	94.65	0.570868516	115.5	0.696622437	165.8
17682	1640660_at	FBgn0015818	95	0.6	72.4	0.5	97.5	0.6	51.1	0.3	67.1	0.4	71.7	0.5	380.9	2.5	114	0.7	167.7	1.1	61.4	0.4	44.8	0.3	50.4	0.33	122.9	0.8	131.9	0.86	104.6	0.68	63.55	0.413333333	51.975	0.33804878	153.8
17683	1640661_at	FBgn0028484	229.6	2.1	129.5	1.2	226.9	2	21.1	0.2	145.6	1.3	40.5	0.4	131.8	1.2	398.2	3.6	87.9	0.8	232.8	2.1	96	0.9	182.2	1.64	90.2	0.81	72.6	0.65	78.6	0.71	115.65	1.040017986	76.15	0.684802158	111.2
17684	1640662_at	---	0.8	0.5	1.3	0.9	4.3	3	3.3	2.3	1.3	0.9	2.2	1.5	3.8	2.6	3.6	2.5	7.7	5.3	1.7	1.2	6.1	4.2	9.8	6.76	3	2.09	4.3	2.98	2.5	1.74	1.175	0.810344828	2.075	1.431034483	1.5
17685	1640663_at	---	0.8	0.6	2.7	2	0.7	0.5	2.4	1.8	0.8	0.6	2.8	2.1	0.6	0.4	0.5	0.4	5.4	4	1	0.7	1.2	0.9	6.1	4.52	4.8	3.57	4.2	3.13	3	2.19	2.25	1.666666667	1.25	0.925925926	1.4
17686	1640664_at	FBgn0259712	2.3	1.9	4.1	3.3	3.1	2.5	4.5	3.7	0.9	0.7	2.5	2	1.8	1.5	2.6	2.1	2.8	2.3	0.9	0.8	2.1	1.7	11	8.94	5.9	4.8	3.5	2.84	1.8	1.45	2.625	2.142857143	3.975	3.244897959	1.2
17687	1640665_at	FBgn0036192	30.3	1.1	26.9	0.9	47.8	1.7	41.1	1.4	34.4	1.2	39.9	1.4	50.7	1.8	19.5	0.7	24.8	0.9	31.6	1.1	30.7	1.1	51.1	1.79	23.9	0.84	22.5	0.79	42.1	1.48	51.55	1.807186678	38.4	1.346187555	28.5
17688	1640666_at	FBgn0051205	2.6	0.1	189.9	5.6	2.4	0.1	3.2	0.1	2.8	0.1	4.4	0.1	1.6	0	28.1	0.8	5.8	0.2	5.4	0.2	233	6.8	9.3	0.27	5.4	0.16	4.7	0.14	10.1	0.29	20.9	0.611111111	11.975	0.350146199	34.2
17689	1640667_at	FBgn0015036	26.6	1	25.2	0.9	13.8	0.5	257.8	9.4	59.2	2.2	98.5	3.6	10.9	0.4	13.2	0.5	9.7	0.4	35.3	1.3	48	1.8	29.5	1.08	13	0.48	9.2	0.33	26.9	0.98	25.6	0.936014625	23.225	0.849177331	27.4
